Idade,Instisfeito,ViagemTrabalho,DistanciaMoradia,Educacao,Satisfacao,Genero,EnvolvimentoTrabalho,NivelTrabalho,SatisfacaoTrabalho,StatusCivil,SalarioMensal,TrabalhosAnteriores,TaxaPerformance,SatisfacaoColegas,Workbalance,AnosEmpresa,AnosMesmaPosicao,AnosUltimaPromocao,AnosComMemoGerente
32,Nao,Nao_viaja,26,4,3,Masculino,3,2,4,Casado,4465,0,3,1,3,3,2,2,2
41,Nao,Viaja_raramente,19,2,3,Masculino,3,2,1,Divorciado,3072,2,3,1,2,1,0,0,0
40,Nao,Viaja_raramente,24,2,1,Masculino,3,2,4,Divorciado,3319,1,3,1,3,9,8,4,7
45,Nao,Viaja_raramente,1,3,3,Masculino,4,5,4,Casado,19202,0,3,3,3,24,0,1,7
31,Nao,Viaja_frequentemente,3,4,2,Masculino,3,3,3,Divorciado,13675,9,3,1,3,2,2,2,2
33,Nao,Viaja_raramente,5,4,3,Feminino,2,1,4,Casado,2911,1,3,3,2,2,2,0,2
34,Nao,Viaja_raramente,2,4,4,Masculino,2,2,1,Casado,5957,6,3,2,3,11,9,5,9
37,Nao,Viaja_raramente,1,2,3,Feminino,2,1,1,Casado,3920,2,3,1,2,3,1,0,2
45,Nao,Viaja_frequentemente,7,4,1,Masculino,4,2,3,Casado,6434,4,3,4,3,3,2,0,2
37,Sim,Viaja_frequentemente,10,3,1,Masculino,3,3,3,Divorciado,10048,6,3,2,3,1,0,0,0
39,Nao,Viaja_frequentemente,2,4,3,Feminino,3,3,3,Solteiro,10938,0,4,4,3,19,6,11,8
29,Nao,Viaja_raramente,15,3,3,Masculino,3,1,4,Solteiro,2340,1,3,1,3,6,5,1,5
42,Nao,Viaja_raramente,17,2,4,Feminino,4,2,1,Solteiro,6545,3,3,3,3,3,2,0,2
29,Nao,Viaja_raramente,20,2,4,Masculino,3,2,4,Divorciado,6931,2,3,4,3,3,2,0,2
25,Nao,Viaja_raramente,1,3,1,Feminino,3,2,3,Casado,4898,0,3,4,3,4,2,1,2
42,Nao,Viaja_raramente,2,3,4,Feminino,2,1,1,Divorciado,2593,0,3,3,3,9,6,7,8
40,Nao,Viaja_raramente,2,2,1,Masculino,3,5,3,Divorciado,19436,0,3,4,3,21,7,3,9
51,Nao,Viaja_raramente,1,3,3,Masculino,3,1,4,Casado,2723,1,3,2,2,1,0,0,0
31,Sim,Viaja_frequentemente,29,2,3,Masculino,2,1,2,Solteiro,3479,0,3,2,4,5,4,1,4
32,Nao,Viaja_frequentemente,7,3,2,Masculino,4,1,2,Casado,2794,1,4,3,1,5,1,0,3
38,Nao,Nao_viaja,2,2,4,Masculino,2,2,4,Casado,5249,3,3,4,3,8,7,7,5
32,Nao,Viaja_raramente,2,1,4,Masculino,2,2,1,Solteiro,2176,4,3,4,3,6,2,0,4
46,Nao,Viaja_raramente,2,3,3,Feminino,1,4,2,Casado,16872,3,3,2,2,7,7,7,7
28,Sim,Viaja_raramente,2,4,1,Masculino,3,1,3,Solteiro,3485,2,3,3,1,0,0,0,0
29,Nao,Viaja_raramente,2,3,1,Masculino,2,2,2,Casado,6644,2,3,2,3,0,0,0,0
31,Nao,Viaja_raramente,23,3,2,Masculino,2,2,4,Casado,5582,0,4,2,3,9,0,7,8
25,Nao,Nao_viaja,5,2,2,Masculino,4,2,1,Divorciado,4000,1,3,4,3,6,3,1,5
45,Nao,Viaja_raramente,20,2,3,Masculino,3,4,4,Casado,13496,0,3,2,3,20,7,4,10
36,Nao,Viaja_raramente,6,3,4,Masculino,3,1,4,Casado,3210,0,3,3,3,15,13,10,11
55,Nao,Viaja_raramente,1,3,4,Masculino,3,5,1,Solteiro,19045,0,3,3,3,36,10,4,13
47,Sim,Nao_viaja,29,4,1,Masculino,3,3,2,Casado,11849,1,3,4,2,10,7,9,9
28,Nao,Viaja_raramente,9,3,4,Masculino,3,1,4,Casado,2070,1,4,4,2,5,2,0,4
37,Nao,Viaja_raramente,6,4,3,Masculino,3,2,4,Casado,6502,4,3,2,4,5,4,0,1
21,Nao,Viaja_raramente,3,2,4,Masculino,2,1,3,Solteiro,3230,1,3,1,4,3,2,1,0
37,Nao,Nao_viaja,1,4,1,Feminino,3,3,4,Divorciado,13603,2,3,1,3,5,2,0,2
35,Nao,Viaja_raramente,22,3,2,Feminino,4,3,2,Divorciado,11996,7,3,2,2,7,7,6,2
38,Nao,Viaja_raramente,7,2,1,Feminino,4,2,1,Divorciado,5605,1,4,3,3,8,0,7,7
26,Nao,Viaja_frequentemente,1,3,3,Feminino,3,2,2,Divorciado,6397,1,4,1,1,6,5,1,4
50,Nao,Viaja_raramente,4,1,1,Masculino,3,5,2,Divorciado,19144,3,3,1,2,10,4,1,6
53,Nao,Viaja_raramente,3,4,3,Masculino,3,4,3,Casado,17584,3,3,4,2,5,3,1,3
42,Nao,Viaja_raramente,1,1,2,Masculino,3,2,3,Casado,4907,1,4,3,3,20,16,11,6
29,Nao,Viaja_frequentemente,2,2,2,Masculino,3,2,4,Solteiro,4554,1,3,1,2,10,7,0,9
55,Nao,Viaja_raramente,20,2,2,Masculino,3,2,4,Casado,5415,3,3,4,3,10,7,0,8
26,Nao,Viaja_frequentemente,11,2,1,Masculino,3,2,1,Casado,4741,1,3,3,3,5,3,3,3
37,Nao,Viaja_raramente,1,3,4,Feminino,3,1,4,Solteiro,2115,1,3,2,3,17,12,5,7
44,Sim,Viaja_frequentemente,24,3,4,Masculino,3,1,3,Divorciado,3161,3,4,4,1,1,0,0,0
38,Nao,Viaja_raramente,23,4,4,Masculino,3,2,4,Divorciado,5745,9,3,2,3,2,2,1,2
26,Sim,Viaja_raramente,16,4,1,Masculino,3,1,2,Divorciado,2373,2,3,4,3,3,2,0,2
28,Nao,Viaja_raramente,8,2,4,Feminino,3,1,4,Solteiro,3310,1,4,4,3,5,3,0,2
49,Nao,Viaja_frequentemente,10,4,3,Feminino,3,5,1,Solteiro,18665,9,3,4,3,3,2,1,2
36,Nao,Viaja_raramente,3,3,3,Masculino,3,2,2,Solteiro,4485,4,3,4,3,8,0,7,7
31,Nao,Viaja_frequentemente,5,3,4,Feminino,3,1,2,Divorciado,2789,1,3,3,2,2,2,2,2
26,Sim,Viaja_raramente,4,4,4,Masculino,2,2,4,Solteiro,5828,1,3,2,3,8,7,7,4
37,Nao,Viaja_frequentemente,9,3,2,Masculino,3,1,4,Casado,2326,1,3,3,2,4,2,1,2
42,Nao,Viaja_frequentemente,26,3,3,Feminino,3,4,2,Casado,13525,5,3,4,4,20,4,4,8
18,Sim,Viaja_raramente,3,3,3,Masculino,3,1,3,Solteiro,1420,1,3,3,3,0,0,0,0
35,Nao,Viaja_raramente,16,3,3,Masculino,3,3,2,Casado,8020,0,3,3,2,11,9,6,9
36,Nao,Viaja_frequentemente,18,4,3,Masculino,4,1,4,Casado,3688,4,3,4,3,1,0,0,0
51,Nao,Viaja_raramente,2,3,4,Masculino,1,2,2,Divorciado,5482,5,3,4,3,4,1,1,2
41,Nao,Viaja_raramente,2,4,4,Masculino,3,4,2,Solteiro,16015,1,3,2,3,22,10,0,4
18,Nao,Viaja_raramente,10,3,4,Feminino,2,1,3,Solteiro,1200,1,3,1,3,0,0,0,0
28,Nao,Viaja_raramente,16,2,2,Masculino,4,2,1,Solteiro,5661,0,3,3,3,8,3,0,7
31,Nao,Viaja_raramente,7,3,2,Masculino,4,2,4,Casado,6929,4,3,2,2,8,7,7,7
39,Nao,Viaja_raramente,1,3,3,Masculino,4,3,4,Divorciado,9613,0,3,1,2,18,10,3,7
36,Nao,Nao_viaja,24,4,2,Feminino,3,2,2,Casado,5674,7,3,3,3,9,8,0,8
32,Nao,Viaja_raramente,7,3,4,Masculino,2,2,3,Casado,5484,1,3,3,2,13,8,4,8
38,Nao,Viaja_raramente,25,2,1,Feminino,2,3,2,Casado,12061,3,3,3,3,10,8,0,1
58,Nao,Nao_viaja,1,4,4,Masculino,1,2,3,Divorciado,5660,2,3,4,3,5,3,1,2
31,Nao,Viaja_raramente,5,4,3,Masculino,3,1,4,Casado,4821,0,3,3,3,5,2,0,3
31,Nao,Viaja_raramente,2,3,1,Masculino,2,2,1,Casado,6410,3,3,4,3,2,2,1,0
45,Nao,Viaja_frequentemente,7,3,1,Masculino,3,3,1,Divorciado,5210,1,3,1,3,24,9,9,11
31,Nao,Viaja_raramente,2,4,3,Masculino,3,1,4,Divorciado,2695,0,3,2,1,2,2,2,2
33,Nao,Viaja_frequentemente,5,4,4,Feminino,3,3,2,Casado,11878,6,3,2,3,10,6,8,8
39,Nao,Viaja_raramente,10,1,3,Masculino,3,4,1,Casado,17068,1,3,4,3,21,9,11,10
43,Nao,Viaja_frequentemente,10,4,3,Feminino,3,1,4,Solteiro,2455,0,3,1,3,8,7,1,7
49,Nao,Viaja_raramente,1,2,3,Feminino,2,4,3,Solteiro,13964,7,3,4,3,7,1,0,7
52,Sim,Viaja_raramente,8,4,3,Masculino,2,2,2,Casado,4941,2,3,1,2,8,2,7,7
27,Nao,Viaja_raramente,5,3,3,Feminino,3,1,2,Solteiro,2478,1,3,2,2,4,3,1,2
32,Nao,Viaja_raramente,8,2,3,Feminino,2,2,2,Casado,5228,1,3,4,3,13,12,11,9
27,Nao,Viaja_raramente,2,3,4,Masculino,3,2,3,Solteiro,4478,1,3,1,3,5,4,0,4
31,Nao,Viaja_raramente,7,3,4,Masculino,3,2,4,Divorciado,7547,4,3,4,3,7,7,1,7
32,Nao,Viaja_raramente,2,4,1,Feminino,4,2,4,Solteiro,5055,7,3,3,2,7,7,0,7
28,Sim,Viaja_raramente,2,4,1,Masculino,1,1,4,Casado,3464,5,3,4,2,3,2,2,2
30,Nao,Viaja_raramente,28,2,4,Feminino,3,2,4,Casado,5775,1,3,4,3,10,8,1,9
31,Nao,Viaja_frequentemente,7,2,3,Feminino,2,3,3,Casado,8943,1,4,1,3,10,9,8,9
39,Nao,Viaja_frequentemente,7,2,3,Masculino,2,5,4,Casado,19272,1,3,1,3,21,9,13,3
39,Sim,Viaja_raramente,3,2,4,Feminino,3,2,3,Casado,5238,4,3,1,2,1,0,0,0
33,Nao,Viaja_frequentemente,10,3,2,Masculino,2,2,4,Solteiro,4682,3,3,3,2,7,7,0,1
47,Nao,Viaja_raramente,5,5,4,Masculino,3,5,3,Casado,18300,4,3,2,3,3,2,1,1
43,Nao,Viaja_frequentemente,10,4,3,Feminino,2,2,3,Divorciado,5257,1,3,2,4,9,7,0,0
27,Nao,Nao_viaja,1,1,3,Masculino,3,2,2,Casado,6349,0,3,4,3,5,4,1,4
54,Nao,Viaja_frequentemente,20,4,4,Feminino,3,2,3,Solteiro,4869,3,3,4,2,4,3,0,3
43,Nao,Viaja_raramente,7,3,3,Feminino,3,3,1,Casado,9985,8,3,1,2,1,0,0,0
45,Nao,Viaja_raramente,8,4,4,Masculino,3,2,4,Casado,3697,9,3,1,3,10,9,9,8
40,Nao,Viaja_raramente,1,2,2,Masculino,1,2,4,Casado,7457,2,4,3,2,4,3,0,2
29,Sim,Viaja_raramente,8,4,2,Masculino,1,1,1,Casado,2119,1,3,4,2,7,7,0,7
29,Nao,Viaja_raramente,9,5,2,Masculino,2,1,4,Solteiro,3983,0,3,3,3,3,2,2,2
30,Nao,Viaja_raramente,5,3,4,Feminino,2,2,3,Divorciado,6118,1,3,3,3,10,9,1,2
27,Nao,Viaja_raramente,8,4,2,Feminino,3,2,2,Casado,6214,1,3,1,3,8,7,0,7
37,Nao,Viaja_raramente,5,2,4,Masculino,3,2,4,Divorciado,6347,7,3,3,2,6,2,0,4
38,Nao,Viaja_raramente,15,2,3,Masculino,2,3,4,Divorciado,11510,0,3,2,3,11,10,2,9
31,Nao,Viaja_raramente,7,4,3,Feminino,3,3,4,Solteiro,7143,1,3,3,2,11,9,4,10
29,Nao,Viaja_raramente,10,1,4,Feminino,2,2,2,Divorciado,8268,1,3,1,3,7,7,1,7
35,Nao,Viaja_raramente,5,4,3,Masculino,3,3,2,Solteiro,8095,0,3,4,3,16,6,0,13
23,Nao,Viaja_raramente,26,1,3,Masculino,3,1,4,Divorciado,2904,1,3,3,2,4,2,0,2
41,Nao,Viaja_raramente,6,3,4,Masculino,2,2,2,Solteiro,6032,6,3,4,3,5,4,1,2
47,Nao,Viaja_frequentemente,4,1,2,Masculino,3,2,3,Solteiro,2976,3,3,1,3,0,0,0,0
42,Nao,Viaja_raramente,23,5,1,Feminino,3,4,4,Solteiro,15992,2,3,2,3,1,0,0,0
29,Nao,Nao_viaja,2,3,4,Masculino,3,2,3,Casado,4649,1,3,1,2,4,3,0,2
42,Nao,Viaja_raramente,2,1,3,Masculino,3,1,3,Divorciado,2696,0,3,3,3,3,2,1,0
32,Nao,Viaja_raramente,2,3,3,Feminino,3,1,2,Casado,2370,1,3,3,3,8,0,0,7
48,Nao,Viaja_raramente,29,1,1,Feminino,3,3,3,Casado,12504,3,4,2,1,0,0,0,0
37,Nao,Viaja_raramente,6,3,3,Masculino,4,2,1,Divorciado,5974,4,3,1,3,7,7,6,7
30,Nao,Nao_viaja,25,2,4,Feminino,3,2,3,Casado,4736,7,3,2,4,2,2,2,2
26,Nao,Viaja_raramente,1,3,3,Masculino,3,2,3,Casado,5296,1,3,2,3,8,7,7,7
42,Nao,Viaja_raramente,2,4,1,Masculino,2,2,4,Solteiro,6781,3,4,2,3,1,0,0,0
21,Sim,Viaja_frequentemente,1,1,1,Feminino,2,1,2,Solteiro,2174,1,3,3,3,3,2,1,2
36,Nao,Nao_viaja,1,5,4,Feminino,3,2,4,Solteiro,6653,4,3,2,3,1,0,0,0
36,Nao,Viaja_frequentemente,3,4,1,Masculino,2,3,4,Casado,9699,4,3,1,3,13,9,1,12
57,Nao,Viaja_raramente,1,4,4,Masculino,3,2,3,Casado,6755,2,3,3,3,3,2,1,2
40,Nao,Viaja_raramente,10,4,4,Feminino,4,1,3,Casado,2213,3,3,3,3,7,7,1,7
21,Nao,Nao_viaja,9,2,1,Masculino,3,1,4,Solteiro,2610,1,4,3,2,3,2,2,2
33,Sim,Viaja_raramente,5,3,4,Feminino,3,1,3,Solteiro,2851,1,3,2,3,1,0,0,0
37,Nao,Viaja_raramente,10,3,3,Feminino,3,1,1,Casado,3452,6,4,2,3,5,4,0,3
46,Nao,Nao_viaja,7,4,3,Feminino,3,2,3,Casado,5258,2,3,3,4,1,0,0,0
41,Sim,Viaja_frequentemente,4,3,1,Masculino,3,2,2,Solteiro,9355,1,3,3,3,8,7,7,7
50,Nao,Viaja_raramente,10,3,4,Masculino,2,3,4,Solteiro,10496,6,3,4,3,4,3,1,3
40,Sim,Viaja_raramente,22,2,3,Masculino,2,2,3,Casado,6380,2,3,1,3,6,4,1,0
31,Nao,Viaja_raramente,9,4,3,Masculino,2,1,2,Solteiro,2657,0,3,4,3,2,2,2,2
21,Sim,Viaja_raramente,12,3,3,Feminino,4,1,2,Solteiro,2716,1,3,4,3,1,0,0,0
29,Nao,Viaja_raramente,23,3,4,Masculino,3,1,4,Solteiro,2201,9,3,4,3,3,2,1,2
35,Nao,Viaja_raramente,9,4,3,Masculino,2,2,2,Solteiro,6540,9,3,3,3,1,1,0,0
27,Nao,Viaja_raramente,1,2,4,Masculino,3,1,2,Divorciado,3816,1,3,2,3,5,2,0,4
28,Nao,Viaja_raramente,9,4,2,Masculino,3,2,4,Solteiro,5253,1,3,4,3,7,5,0,7
49,Nao,Viaja_raramente,7,3,2,Masculino,2,3,3,Solteiro,10965,8,4,3,3,5,2,0,0
51,Nao,Viaja_raramente,14,2,3,Feminino,3,2,4,Casado,4936,4,3,3,2,7,7,0,7
36,Nao,Viaja_raramente,2,3,4,Feminino,3,1,3,Casado,2543,4,3,2,3,2,2,2,2
34,Sim,Nao_viaja,19,3,1,Masculino,4,2,4,Solteiro,5304,8,3,2,2,5,2,0,4
55,Nao,Viaja_raramente,2,3,3,Feminino,3,4,4,Solteiro,16659,2,3,3,3,5,4,1,2
24,Nao,Viaja_raramente,10,4,4,Feminino,3,2,3,Divorciado,4260,1,3,4,4,5,2,0,3
30,Nao,Viaja_raramente,2,1,3,Masculino,3,1,2,Casado,2476,1,3,1,3,1,0,0,0
26,Sim,Viaja_frequentemente,3,1,3,Masculino,3,1,1,Solteiro,3102,0,4,3,3,6,4,0,4
22,Nao,Viaja_raramente,11,3,1,Feminino,3,1,2,Casado,2244,1,3,4,3,2,1,1,2
36,Nao,Viaja_raramente,2,2,2,Masculino,2,3,3,Casado,7596,1,3,2,3,10,9,9,0
30,Sim,Viaja_frequentemente,4,3,3,Masculino,3,1,4,Solteiro,2285,9,4,3,3,1,0,0,0
37,Nao,Viaja_raramente,14,3,4,Feminino,3,1,1,Divorciado,3034,1,3,3,2,18,7,12,17
40,Nao,Viaja_raramente,2,2,4,Feminino,3,2,2,Divorciado,5715,7,3,3,3,5,4,1,3
42,Nao,Viaja_raramente,1,4,2,Feminino,3,1,1,Divorciado,2576,3,3,2,3,5,2,1,2
37,Nao,Viaja_raramente,10,4,3,Masculino,3,2,2,Solteiro,4197,2,3,4,2,1,0,0,1
43,Nao,Viaja_raramente,12,3,1,Masculino,2,4,2,Divorciado,14336,1,3,3,3,25,10,3,9
40,Nao,Viaja_raramente,2,3,2,Feminino,2,2,3,Casado,3448,6,4,2,3,1,0,0,0
54,Nao,Viaja_raramente,5,2,1,Masculino,3,5,1,Casado,19406,4,3,3,2,4,2,1,2
34,Nao,Nao_viaja,4,4,3,Feminino,3,2,3,Casado,6538,9,3,1,3,3,2,1,2
31,Nao,Viaja_raramente,7,2,2,Feminino,3,2,1,Casado,4306,1,3,2,1,13,10,3,12
43,Nao,Viaja_frequentemente,21,3,4,Masculino,3,1,4,Casado,2258,7,4,1,3,3,2,1,2
43,Nao,Viaja_raramente,8,4,3,Feminino,3,2,3,Divorciado,4522,4,3,4,3,5,2,0,2
25,Nao,Viaja_raramente,4,2,2,Feminino,2,2,4,Solteiro,4487,1,3,2,3,5,4,1,3
37,Nao,Nao_viaja,25,5,2,Feminino,3,2,3,Casado,4449,3,3,1,3,13,11,10,7
31,Nao,Viaja_raramente,1,2,4,Masculino,2,1,1,Casado,2218,1,3,3,3,4,2,3,2
39,Nao,Viaja_frequentemente,1,1,2,Masculino,3,5,3,Divorciado,19197,1,3,3,3,21,8,1,6
56,Nao,Viaja_frequentemente,6,3,3,Feminino,4,4,1,Casado,13212,9,3,4,2,7,7,7,7
30,Nao,Viaja_raramente,12,3,2,Feminino,3,2,3,Solteiro,6577,0,3,2,3,5,4,4,4
41,Nao,Viaja_raramente,1,3,2,Masculino,4,3,1,Casado,8392,1,3,3,3,10,7,0,7
28,Nao,Viaja_raramente,17,2,3,Masculino,3,2,1,Divorciado,4558,1,3,4,3,10,0,1,8
25,Sim,Viaja_raramente,3,3,1,Masculino,3,1,1,Casado,4031,5,3,3,3,2,2,0,2
52,Nao,Viaja_raramente,3,3,4,Masculino,2,3,3,Casado,7969,2,3,3,3,5,4,0,4
45,Nao,Viaja_raramente,10,2,1,Masculino,3,1,4,Casado,2654,3,4,4,2,2,2,0,2
52,Nao,Viaja_raramente,4,2,4,Feminino,3,4,4,Casado,16555,2,3,4,1,5,2,1,4
42,Nao,Viaja_frequentemente,29,2,1,Feminino,3,2,3,Divorciado,4556,2,3,2,3,5,4,0,2
30,Nao,Viaja_raramente,2,3,3,Feminino,1,2,4,Solteiro,6091,2,4,3,3,5,4,0,2
60,Nao,Viaja_raramente,7,3,1,Feminino,3,5,1,Casado,19566,5,3,4,1,29,8,11,10
46,Nao,Viaja_raramente,18,3,3,Feminino,3,2,3,Divorciado,4810,2,3,3,2,10,7,0,8
42,Nao,Viaja_frequentemente,28,4,4,Feminino,2,2,4,Casado,4523,0,3,4,4,6,5,0,4
24,Sim,Viaja_raramente,1,1,1,Feminino,3,1,2,Solteiro,3202,1,3,2,3,5,3,1,4
34,Sim,Viaja_frequentemente,6,2,4,Feminino,1,1,3,Divorciado,2351,0,3,4,2,2,2,1,0
38,Nao,Viaja_frequentemente,2,2,4,Masculino,3,1,4,Casado,1702,1,4,3,3,1,0,0,0
40,Nao,Viaja_raramente,2,4,3,Feminino,3,5,3,Casado,18041,0,3,4,3,20,15,1,12
26,Nao,Viaja_raramente,23,3,1,Feminino,3,1,4,Divorciado,2886,1,4,2,1,3,2,0,2
30,Nao,Nao_viaja,3,3,3,Masculino,3,1,4,Casado,2097,4,3,3,1,5,3,1,4
29,Nao,Viaja_raramente,3,4,2,Masculino,2,3,3,Casado,11935,1,3,3,3,10,2,0,7
29,Sim,Viaja_raramente,25,5,3,Feminino,2,1,2,Casado,2546,5,3,2,4,2,2,1,1
19,Sim,Viaja_raramente,2,2,1,Masculino,2,1,4,Solteiro,2564,1,3,3,4,1,0,0,0
30,Nao,Nao_viaja,22,4,3,Feminino,3,3,1,Casado,8412,0,3,3,3,9,8,7,8
57,Nao,Viaja_raramente,29,3,1,Masculino,2,4,4,Divorciado,14118,3,3,3,2,1,0,0,0
50,Nao,Viaja_raramente,29,4,2,Masculino,2,4,3,Casado,17046,0,3,2,3,27,10,15,7
30,Nao,Nao_viaja,2,3,3,Feminino,3,1,4,Solteiro,2564,0,3,3,2,11,7,6,7
60,Nao,Viaja_frequentemente,28,3,3,Feminino,2,3,1,Casado,10266,4,3,4,4,18,13,13,11
47,Nao,Viaja_raramente,2,2,1,Feminino,3,2,4,Divorciado,5070,5,3,3,3,5,0,0,4
46,Nao,Viaja_raramente,2,3,1,Masculino,3,4,3,Casado,17861,6,3,3,1,3,2,0,1
35,Nao,Viaja_raramente,22,3,4,Masculino,1,1,3,Solteiro,4230,0,3,3,3,5,4,4,3
54,Nao,Viaja_raramente,8,4,3,Feminino,3,2,3,Solteiro,3780,7,3,3,3,1,0,0,0
34,Nao,Viaja_raramente,2,4,4,Masculino,2,1,3,Divorciado,2768,3,3,3,3,7,3,5,7
46,Nao,Viaja_raramente,10,3,3,Feminino,2,3,4,Casado,9071,2,3,3,3,3,2,1,2
31,Nao,Viaja_raramente,9,1,3,Masculino,3,3,2,Divorciado,10648,1,4,4,4,13,8,0,8
33,Sim,Viaja_raramente,15,1,2,Masculino,3,3,3,Casado,13610,7,3,4,4,7,6,7,7
33,Sim,Viaja_raramente,10,1,1,Masculino,1,1,4,Divorciado,3408,7,3,1,3,4,3,1,3
30,Nao,Viaja_raramente,7,1,4,Masculino,3,1,2,Solteiro,2983,0,3,1,3,3,2,1,2
35,Nao,Viaja_raramente,16,3,4,Masculino,3,3,3,Casado,7632,4,3,3,3,8,7,0,0
31,Sim,Viaja_frequentemente,20,3,1,Masculino,3,3,3,Casado,9824,3,3,1,3,1,0,0,0
34,Sim,Viaja_frequentemente,23,3,2,Feminino,3,3,1,Divorciado,9950,9,3,3,3,3,2,0,2
42,Nao,Viaja_frequentemente,5,2,2,Masculino,3,1,3,Casado,2093,4,3,4,3,2,2,2,0
36,Nao,Nao_viaja,10,4,2,Masculino,3,3,4,Solteiro,9980,1,3,4,2,10,3,9,7
22,Sim,Viaja_frequentemente,4,1,3,Masculino,2,1,3,Solteiro,3894,5,3,3,3,2,2,1,2
48,Nao,Viaja_raramente,2,5,2,Feminino,3,2,4,Casado,4051,2,3,1,3,9,7,6,7
55,Nao,Viaja_raramente,18,5,1,Feminino,3,4,2,Solteiro,16835,3,4,4,3,10,9,7,7
41,Nao,Nao_viaja,10,2,4,Masculino,3,2,4,Solteiro,6230,7,3,4,3,14,3,1,10
35,Nao,Viaja_raramente,1,3,2,Masculino,3,2,3,Casado,4717,9,3,3,3,11,9,6,9
40,Nao,Viaja_raramente,6,3,2,Feminino,3,4,3,Solteiro,13237,7,3,3,3,20,6,5,13
39,Nao,Viaja_frequentemente,8,1,3,Feminino,3,1,3,Casado,3755,1,3,1,3,8,3,0,7
31,Nao,Viaja_raramente,2,1,2,Masculino,3,2,4,Solteiro,6582,4,3,3,4,6,5,0,5
42,Nao,Viaja_raramente,24,3,4,Masculino,3,3,1,Casado,7406,1,4,4,2,10,9,5,8
45,Nao,Viaja_raramente,2,3,4,Masculino,3,2,2,Casado,4805,0,3,2,4,8,7,3,7
26,Sim,Viaja_frequentemente,17,4,2,Feminino,3,1,3,Divorciado,2741,0,3,2,2,7,7,1,0
29,Nao,Viaja_raramente,19,3,4,Masculino,3,2,4,Divorciado,4262,4,3,2,4,3,2,1,2
33,Nao,Viaja_raramente,1,5,1,Feminino,4,4,3,Divorciado,16184,4,3,3,3,6,1,0,5
31,Nao,Viaja_raramente,7,3,3,Masculino,2,3,4,Divorciado,11557,9,4,3,2,5,4,0,1
18,Sim,Viaja_frequentemente,5,3,2,Masculino,3,1,2,Solteiro,1878,1,3,4,3,0,0,0,0
40,Nao,Nao_viaja,28,3,3,Masculino,1,3,1,Divorciado,10932,3,3,3,3,1,0,0,1
41,Nao,Nao_viaja,2,4,1,Feminino,2,2,3,Solteiro,6811,2,3,1,3,8,7,0,7
26,Nao,Viaja_raramente,29,2,1,Masculino,3,2,3,Divorciado,4306,5,3,1,3,0,0,0,0
35,Nao,Viaja_raramente,1,3,1,Feminino,3,2,3,Solteiro,4859,1,3,4,3,5,4,0,3
34,Nao,Viaja_raramente,21,4,4,Masculino,4,2,4,Solteiro,5337,1,3,4,3,10,7,5,7
26,Sim,Viaja_raramente,24,3,3,Masculino,1,1,4,Solteiro,2340,1,3,2,1,1,0,0,0
37,Nao,Viaja_raramente,1,3,2,Feminino,3,3,4,Solteiro,7491,4,3,4,4,6,5,1,2
46,Nao,Viaja_frequentemente,18,1,1,Feminino,3,3,3,Casado,10527,5,3,4,2,2,2,1,2
41,Nao,Viaja_raramente,2,5,2,Feminino,3,4,1,Casado,16595,7,3,2,3,18,16,11,8
37,Nao,Nao_viaja,9,4,1,Masculino,3,3,2,Divorciado,8834,1,3,4,3,9,5,7,7
52,Nao,Viaja_raramente,6,2,4,Masculino,3,2,1,Divorciado,5577,3,3,2,3,10,9,6,9
32,Sim,Nao_viaja,11,4,4,Masculino,4,2,3,Casado,4707,8,3,4,3,4,2,1,2
24,Nao,Viaja_frequentemente,24,3,4,Masculino,3,1,4,Casado,2400,0,3,3,3,2,2,2,1
38,Nao,Viaja_raramente,10,3,3,Feminino,3,2,3,Casado,9824,3,3,3,3,1,0,0,0
37,Nao,Viaja_raramente,1,4,2,Feminino,3,2,2,Casado,6447,6,3,2,2,6,5,4,3
49,Nao,Viaja_raramente,18,4,4,Masculino,2,5,3,Divorciado,19502,1,3,3,3,31,9,0,9
24,Nao,Viaja_raramente,23,3,2,Masculino,4,1,4,Casado,2725,1,3,2,3,6,5,1,4
26,Nao,Viaja_raramente,28,2,1,Masculino,3,2,2,Casado,6272,1,4,4,4,5,3,1,4
24,Nao,Viaja_raramente,17,2,4,Masculino,2,1,2,Casado,2127,1,4,4,3,1,0,0,0
50,Nao,Viaja_frequentemente,3,3,1,Masculino,3,5,2,Casado,18200,1,3,3,3,32,5,10,7
25,Nao,Viaja_raramente,13,1,2,Masculino,3,1,3,Casado,2096,1,3,3,3,7,4,0,6
24,Sim,Viaja_frequentemente,7,3,1,Feminino,3,1,3,Casado,2886,1,3,4,3,6,3,1,2
30,Sim,Viaja_frequentemente,12,4,2,Masculino,2,1,1,Casado,2033,1,3,3,4,1,0,0,0
34,Nao,Viaja_raramente,1,2,2,Masculino,2,1,4,Casado,3622,1,3,4,3,6,5,1,3
31,Sim,Viaja_raramente,13,4,2,Masculino,3,2,1,Divorciado,4233,2,3,3,1,3,1,1,2
35,Nao,Viaja_raramente,25,2,1,Masculino,2,2,4,Solteiro,3681,4,3,4,3,3,2,0,2
31,Nao,Viaja_raramente,6,4,1,Masculino,4,2,4,Divorciado,5460,4,4,4,4,7,7,5,7
27,Nao,Viaja_raramente,6,4,1,Feminino,2,1,3,Divorciado,2187,0,3,3,2,5,3,0,3
